gene_vv,symbol_vv,description_vv,genetype_vv,ntranscripts_vv,chromosome_vv,accession_vv,start_vv,stop_vv
LOC127067729,LOC127067729,transcription factor E2F4-like,PROTEIN_CODING,4,11,NC_066596.1,7189157,7191775
LOC127067731,LOC127067731,mpv17-like protein,PROTEIN_CODING,4,11,NC_066596.1,7187253,7188862
LOC127067732,LOC127067732,"ATP synthase subunit d, mitochondrial-like",PROTEIN_CODING,1,11,NC_066596.1,7138996,7140338
LOC127067739,LOC127067739,E3 ubiquitin-protein ligase TRIM23-like,PROTEIN_CODING,1,11,NC_066596.1,5530885,5533572
LOC127067751,LOC127067751,protein bric-a-brac 2-like,PROTEIN_CODING,4,11,NC_066596.1,1854070,1885150
LOC127067752,LOC127067752,contactin-2,PROTEIN_CODING,4,11,NC_066596.1,1842374,1850995
LOC127067768,LOC127067768,glutathione hydrolase 1 proenzyme-like,PROTEIN_CODING,4,11,NC_066596.1,336962,344885
LOC127067769,LOC127067769,venom serine protease-like,PROTEIN_CODING,3,11,NC_066596.1,321595,332373
LOC127067777,LOC127067777,ATP-dependent RNA helicase DHX30-like,PROTEIN_CODING,4,11,NC_066596.1,2930775,2935975
LOC127067785,LOC127067785,odorant receptor 56a-like,PROTEIN_CODING,1,11,NC_066596.1,2994983,3001041
LOC127067799,LOC127067799,AN1-type zinc finger protein 2A-like,PROTEIN_CODING,2,11,NC_066596.1,1913546,1916386
LOC127067811,LOC127067811,4'-phosphopantetheine phosphatase,PROTEIN_CODING,2,11,NC_066596.1,1958759,1964658
LOC127067827,LOC127067827,beta-galactosidase,PROTEIN_CODING,1,11,NC_066596.1,4279657,4282824
LOC127067836,LOC127067836,sodium-coupled monocarboxylate transporter 1-like,PROTEIN_CODING,2,11,NC_066596.1,1190985,1196463
LOC127067837,LOC127067837,mitochondrial inner membrane protease subunit 2,PROTEIN_CODING,2,11,NC_066596.1,1198904,1200088
LOC127067838,LOC127067838,alpha-ketoglutarate dehydrogenase component 4,PROTEIN_CODING,2,11,NC_066596.1,1205921,1207100
LOC127067845,LOC127067845,heat shock protein 83,PROTEIN_CODING,1,11,NC_066596.1,1210177,1213113
LOC127067848,LOC127067848,uncharacterized LOC127067848,PROTEIN_CODING,3,1,NC_066586.1,10853851,10855261
LOC127067865,LOC127067865,adenosine 3'-phospho 5'-phosphosulfate transporter 1,PROTEIN_CODING,1,12,NC_066597.1,4859020,4861323
LOC127067867,LOC127067867,protein pelota,PROTEIN_CODING,1,12,NC_066597.1,4861638,4864126
LOC127067869,LOC127067869,pescadillo homolog,PROTEIN_CODING,3,12,NC_066597.1,4141385,4146663
LOC127067886,LOC127067886,cytoplasmic 60S subunit biogenesis factor ZNF622,PROTEIN_CODING,2,12,NC_066597.1,4980776,4983028
LOC127067896,LOC127067896,protein bric-a-brac 1-like,PROTEIN_CODING,3,12,NC_066597.1,4409218,4758460
LOC127067897,LOC127067897,odorant receptor 13a-like,PROTEIN_CODING,1,1,NC_066586.1,15830802,15833294
LOC127067901,LOC127067901,uncharacterized aarF domain-containing protein kinase 2-like,PROTEIN_CODING,1,12,NC_066597.1,4852593,4856337
LOC127067902,LOC127067902,mucin-5AC-like,PROTEIN_CODING,2,1,NC_066586.1,10526364,10760368
LOC127067907,LOC127067907,uridine phosphorylase 1,PROTEIN_CODING,3,12,NC_066597.1,4777178,4798672
LOC127067908,LOC127067908,telomerase-binding protein EST1A-like,PROTEIN_CODING,9,1,NC_066586.1,9721718,9856264
LOC127067917,LOC127067917,nuclear pore complex protein Nup93-like,PROTEIN_CODING,2,12,NC_066597.1,1358490,1363569
LOC127067935,LOC127067935,lateral signaling target protein 2 homolog,PROTEIN_CODING,1,12,NC_066597.1,1048815,1069821
LOC127067938,LOC127067938,GATA-binding factor C-like,PROTEIN_CODING,4,12,NC_066597.1,1139964,1201628
LOC127067941,LOC127067941,nuclear RNA export factor 1-like,PROTEIN_CODING,2,12,NC_066597.1,1301899,1304404
LOC127067946,LOC127067946,acylphosphatase-1-like,PROTEIN_CODING,1,12,NC_066597.1,1047178,1048209
LOC127067947,LOC127067947,basic phospholipase A2 PA-10A,PROTEIN_CODING,1,12,NC_066597.1,1044089,1044684
LOC127067969,LOC127067969,RNA-binding protein 33-like,PROTEIN_CODING,2,12,NC_066597.1,2509762,2518951
LOC127067975,LOC127067975,"solute carrier family 2, facilitated glucose transporter member 1-like",PROTEIN_CODING,10,12,NC_066597.1,2523843,2543811
LOC127067980,LOC127067980,GTP-binding protein 10 homolog,PROTEIN_CODING,2,12,NC_066597.1,2521215,2523397
LOC127067986,LOC127067986,"10 kDa heat shock protein, mitochondrial",PROTEIN_CODING,1,12,NC_066597.1,2500662,2501849
LOC127067993,LOC127067993,histone H2B-like,PROTEIN_CODING,1,1,NC_066586.1,18351691,18352268
LOC127067995,LOC127067995,pancreatic triacylglycerol lipase-like,PROTEIN_CODING,3,12,NC_066597.1,2465255,2467682
LOC127068003,LOC127068003,nuclear RNA export factor 1-like,PROTEIN_CODING,2,12,NC_066597.1,2656293,2659962
LOC127068005,LOC127068005,H/ACA ribonucleoprotein complex non-core subunit NAF1,PROTEIN_CODING,1,12,NC_066597.1,2664715,2668560
LOC127068006,LOC127068006,GTP-binding protein 2,PROTEIN_CODING,4,12,NC_066597.1,2648953,2652626
LOC127068007,LOC127068007,uncharacterized LOC127068007,PROTEIN_CODING,4,12,NC_066597.1,2660105,2662008
LOC127068015,LOC127068015,uncharacterized LOC127068015,PROTEIN_CODING,2,12,NC_066597.1,980983,986320
LOC127068016,LOC127068016,zinc finger CCCH domain-containing protein 13-like,PROTEIN_CODING,1,12,NC_066597.1,564803,570591
LOC127068017,LOC127068017,protein expanded,PROTEIN_CODING,5,12,NC_066597.1,939911,965197
LOC127068020,LOC127068020,zinc finger protein 271-like,PROTEIN_CODING,3,12,NC_066597.1,547440,552975
LOC127068022,LOC127068022,sphingomyelin phosphodiesterase 4,PROTEIN_CODING,3,12,NC_066597.1,739463,743329
LOC127068026,LOC127068026,WD repeat-containing protein 26,PROTEIN_CODING,1,12,NC_066597.1,965406,972158
LOC127068027,LOC127068027,adenosine receptor A2b-like,PROTEIN_CODING,2,12,NC_066597.1,747354,754975
LOC127068028,LOC127068028,CAAX prenyl protease 1 homolog,PROTEIN_CODING,2,1,NC_066586.1,4283074,4286132
LOC127068030,LOC127068030,nuclear cap-binding protein subunit 3-like,PROTEIN_CODING,3,12,NC_066597.1,727261,730604
LOC127068032,LOC127068032,putative sodium-dependent multivitamin transporter,PROTEIN_CODING,2,12,NC_066597.1,942943,956470
LOC127068037,LOC127068037,thiamine transporter 1-like,PROTEIN_CODING,4,12,NC_066597.1,594912,597921
LOC127068038,LOC127068038,zinc finger protein 615,PROTEIN_CODING,2,12,NC_066597.1,903890,909495
LOC127068042,LOC127068042,COP9 signalosome complex subunit 5-like,PROTEIN_CODING,5,1,NC_066586.1,10817459,10823735
LOC127068046,LOC127068046,"beta-1,4-N-acetylgalactosaminyltransferase bre-4-like",PROTEIN_CODING,13,12,NC_066597.1,650501,719778
LOC127068047,LOC127068047,galactose mutarotase,PROTEIN_CODING,8,12,NC_066597.1,932743,938547
LOC127068080,LOC127068080,tolloid-like protein 1,PROTEIN_CODING,8,12,NC_066597.1,4182803,4195383
LOC127068085,LOC127068085,protein abnormal spindle,PROTEIN_CODING,2,12,NC_066597.1,508489,515596
LOC127068086,LOC127068086,nonsense-mediated mRNA decay factor SMG7-like,PROTEIN_CODING,6,12,NC_066597.1,485125,490828
LOC127068098,LOC127068098,sulfiredoxin-1,PROTEIN_CODING,2,12,NC_066597.1,492610,493504
LOC127068106,LOC127068106,kanadaptin,PROTEIN_CODING,1,12,NC_066597.1,147187,150364
LOC127068140,LOC127068140,choline transporter-like protein 1,PROTEIN_CODING,1,12,NC_066597.1,333269,358184
LOC127068162,LOC127068162,odorant receptor 82a-like,PROTEIN_CODING,1,1,NC_066586.1,16876544,16878379
LOC127068163,LOC127068163,heat shock protein DDB_G0288861,PROTEIN_CODING,10,12,NC_066597.1,1659144,1701028
LOC127068165,LOC127068165,26S proteasome non-ATPase regulatory subunit 5,PROTEIN_CODING,3,12,NC_066597.1,1522346,1525363
LOC127068179,LOC127068179,E3 ubiquitin-protein ligase RNF185-like,PROTEIN_CODING,5,12,NC_066597.1,1705013,1706892
LOC127068185,LOC127068185,ubiquitin-protein ligase E3B,PROTEIN_CODING,1,12,NC_066597.1,1712654,1719853
LOC127068210,LOC127068210,probable cationic amino acid transporter,PROTEIN_CODING,12,12,NC_066597.1,2733910,2747250
LOC127068212,LOC127068212,E3 ubiquitin-protein ligase RNF25,PROTEIN_CODING,1,12,NC_066597.1,2720298,2723722
LOC127068222,LOC127068222,breast cancer type 1 susceptibility protein homolog,PROTEIN_CODING,2,12,NC_066597.1,3624098,3655553
LOC127068241,LOC127068241,WAP four-disulfide core domain protein 2-like,PROTEIN_CODING,1,1,NC_066586.1,12428455,12433060
LOC127068245,LOC127068245,phosrestin-2-like,PROTEIN_CODING,2,12,NC_066597.1,3752318,3796080
LOC127068248,LOC127068248,amidophosphoribosyltransferase-like,PROTEIN_CODING,7,12,NC_066597.1,3313402,3318016
LOC127068251,LOC127068251,xaa-Pro aminopeptidase 3,PROTEIN_CODING,2,12,NC_066597.1,3307257,3309220
LOC127068252,LOC127068252,WD repeat-containing protein 46,PROTEIN_CODING,1,12,NC_066597.1,3747880,3750273
LOC127068253,LOC127068253,tRNA modification GTPase MnmE,PROTEIN_CODING,1,12,NC_066597.1,2751724,2753864
LOC127068255,LOC127068255,sialin-like,PROTEIN_CODING,5,1,NC_066586.1,19504008,19515775
LOC127068261,LOC127068261,"pseudouridylate synthase TRUB2, mitochondrial",PROTEIN_CODING,2,12,NC_066597.1,3796894,3798405
LOC127068269,LOC127068269,mpv17-like protein 2,PROTEIN_CODING,5,12,NC_066597.1,2806895,2808642
LOC127068274,LOC127068274,anaphase-promoting complex subunit 15-like,PROTEIN_CODING,2,12,NC_066597.1,3819659,3821522
LOC127068293,LOC127068293,uncharacterized LOC127068293,PROTEIN_CODING,1,13,NC_066598.1,4573137,4574984
LOC127068310,LOC127068310,E3 ubiquitin-protein ligase RNF19A-like,PROTEIN_CODING,7,13,NC_066598.1,3016702,3029497
LOC127068316,LOC127068316,sodium- and chloride-dependent glycine transporter 1-like,PROTEIN_CODING,2,13,NC_066598.1,3035871,3051008
LOC127068317,LOC127068317,NADP-dependent malic enzyme-like,PROTEIN_CODING,4,13,NC_066598.1,2633652,2645700
LOC127068323,LOC127068323,hexosaminidase D-like,PROTEIN_CODING,1,13,NC_066598.1,3468174,3472456
LOC127068324,LOC127068324,SIFamide receptor,PROTEIN_CODING,1,13,NC_066598.1,3210984,3259288
LOC127068329,LOC127068329,odorant receptor 13a-like,PROTEIN_CODING,1,13,NC_066598.1,3192369,3194277
LOC127068333,LOC127068333,RWD domain-containing protein 1,PROTEIN_CODING,1,13,NC_066598.1,2631204,2632726
LOC127068334,LOC127068334,ras-related protein Rab-28-like,PROTEIN_CODING,1,13,NC_066598.1,3472014,3474599
LOC127068340,LOC127068340,zinc finger protein 737-like,PROTEIN_CODING,1,1,NC_066586.1,5691305,5695240
LOC127068346,LOC127068346,uncharacterized LOC127068346,PROTEIN_CODING,5,1,NC_066586.1,5653998,5664475
LOC127068353,LOC127068353,probable peroxisomal acyl-coenzyme A oxidase 1,PROTEIN_CODING,3,13,NC_066598.1,2166701,2172320
LOC127068357,LOC127068357,protein brown-like,PROTEIN_CODING,4,13,NC_066598.1,2114664,2118654
LOC127068373,LOC127068373,60S ribosomal protein L5-like,PROTEIN_CODING,1,1,NC_066586.1,5675987,5678290
LOC127068375,LOC127068375,protein dissatisfaction-like,PROTEIN_CODING,4,13,NC_066598.1,5029568,5046433
LOC127068378,LOC127068378,calaxin,PROTEIN_CODING,1,13,NC_066598.1,4824152,4826018
LOC127068381,LOC127068381,60S ribosomal protein L5-like,PROTEIN_CODING,1,1,NC_066586.1,5671665,5673935
LOC127068383,LOC127068383,U3 small nucleolar ribonucleoprotein protein IMP3,PROTEIN_CODING,1,13,NC_066598.1,4843415,4844412
LOC127068391,LOC127068391,lysoplasmalogenase-like protein TMEM86A,PROTEIN_CODING,1,1,NC_066586.1,5679221,5683474
LOC127068393,LOC127068393,probable WRKY transcription factor protein 1,PROTEIN_CODING,9,13,NC_066598.1,1007404,1017143
LOC127068401,LOC127068401,Fanconi anemia group J protein homolog,PROTEIN_CODING,6,13,NC_066598.1,1722271,1811837
LOC127068402,LOC127068402,lysosomal alpha-glucosidase-like,PROTEIN_CODING,1,13,NC_066598.1,1367843,1373839
LOC127068404,LOC127068404,WD repeat-containing protein 36,PROTEIN_CODING,1,13,NC_066598.1,1430115,1433902
LOC127068412,LOC127068412,U4/U6.U5 tri-snRNP-associated protein 1,PROTEIN_CODING,1,13,NC_066598.1,12484,16673
LOC127068415,LOC127068415,longitudinals lacking protein,PROTEIN_CODING,37,13,NC_066598.1,1075480,1208291
LOC127068416,LOC127068416,uncharacterized LOC127068416,PROTEIN_CODING,1,1,NC_066586.1,18553298,18555048
LOC127068427,LOC127068427,mitochondrial enolase superfamily member 1-like,PROTEIN_CODING,1,13,NC_066598.1,1024118,1026433
LOC127068430,LOC127068430,urea transporter 2-like,PROTEIN_CODING,4,13,NC_066598.1,876627,884597
LOC127068431,LOC127068431,zinc finger protein 551-like,PROTEIN_CODING,1,13,NC_066598.1,1005106,1007253
LOC127068442,LOC127068442,RNA exonuclease 4,PROTEIN_CODING,5,13,NC_066598.1,761356,764642
LOC127068445,LOC127068445,cyclin-dependent kinase 2-like,PROTEIN_CODING,1,13,NC_066598.1,17021,19899
LOC127068447,LOC127068447,tetraspanin-11-like,PROTEIN_CODING,1,13,NC_066598.1,692022,697905
LOC127068453,LOC127068453,phospholipase A2 isozymes PA3A/PA3B/PA5,PROTEIN_CODING,4,13,NC_066598.1,1813148,1820990
LOC127068479,LOC127068479,uncharacterized LOC127068479,PROTEIN_CODING,1,13,NC_066598.1,763333,763959
LOC127068501,LOC127068501,phospholipid scramblase 1,PROTEIN_CODING,13,13,NC_066598.1,2208285,2218533
LOC127068511,LOC127068511,uncharacterized LOC127068511,PROTEIN_CODING,1,1,NC_066586.1,19589818,19593611
LOC127068513,LOC127068513,uncharacterized LOC127068513,PROTEIN_CODING,1,13,NC_066598.1,3603914,3612345
LOC127068515,LOC127068515,purine nucleoside phosphorylase,PROTEIN_CODING,5,13,NC_066598.1,3561499,3574695
LOC127068516,LOC127068516,uncharacterized LOC127068516,PROTEIN_CODING,1,13,NC_066598.1,3580796,3584535
LOC127068517,LOC127068517,uncharacterized LOC127068517,PROTEIN_CODING,3,13,NC_066598.1,3578633,3587040
LOC127068520,LOC127068520,uncharacterized LOC127068520,PROTEIN_CODING,1,13,NC_066598.1,3627600,3630129
LOC127068521,LOC127068521,uncharacterized LOC127068521,PROTEIN_CODING,1,13,NC_066598.1,3576030,3578458
LOC127068535,LOC127068535,odorant receptor 13a-like,PROTEIN_CODING,1,13,NC_066598.1,2425471,2428622
LOC127068538,LOC127068538,uncharacterized LOC127068538,PROTEIN_CODING,1,13,NC_066598.1,3198788,3207869
LOC127068540,LOC127068540,uncharacterized LOC127068540,PROTEIN_CODING,1,13,NC_066598.1,4388546,4392029
LOC127068541,LOC127068541,uncharacterized LOC127068541,PROTEIN_CODING,1,13,NC_066598.1,4392452,4395026
LOC127068559,LOC127068559,"beta-1,3-galactosyltransferase 5-like",PROTEIN_CODING,7,13,NC_066598.1,2450457,2459785
LOC127068564,LOC127068564,receptor-type guanylate cyclase daf-11,PROTEIN_CODING,19,13,NC_066598.1,3521918,3550406
LOC127068568,LOC127068568,polycomb protein EED-like,PROTEIN_CODING,1,13,NC_066598.1,3550587,3552562
LOC127068574,LOC127068574,caseinolytic peptidase B protein homolog,PROTEIN_CODING,2,13,NC_066598.1,2376844,2380271
LOC127068582,LOC127068582,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3-like,PROTEIN_CODING,1,13,NC_066598.1,4542094,4543919
LOC127068608,LOC127068608,vacuolar ATPase assembly integral membrane protein VMA21 homolog,PROTEIN_CODING,1,13,NC_066598.1,2388632,2389933
LOC127068622,LOC127068622,tachykinin-like peptides receptor 99D,PROTEIN_CODING,3,13,NC_066598.1,2529243,2595048
LOC127068624,LOC127068624,"peptide deformylase, mitochondrial-like",PROTEIN_CODING,3,13,NC_066598.1,2527562,2529253
LOC127068647,LOC127068647,uncharacterized LOC127068647,PROTEIN_CODING,1,13,NC_066598.1,4366519,4372765
LOC127068648,LOC127068648,uncharacterized LOC127068648,PROTEIN_CODING,1,13,NC_066598.1,4373895,4376262
LOC127068649,LOC127068649,uncharacterized LOC127068649,PROTEIN_CODING,2,13,NC_066598.1,4408414,4412535
LOC127068650,LOC127068650,uncharacterized LOC127068650,PROTEIN_CODING,15,13,NC_066598.1,4355131,4364514
LOC127068652,LOC127068652,glycerol-3-phosphate phosphatase-like,PROTEIN_CODING,3,1,NC_066586.1,5787797,5790308
LOC127068656,LOC127068656,serine/threonine-protein kinase dyf-5,PROTEIN_CODING,3,13,NC_066598.1,4544561,4559523
LOC127068678,LOC127068678,probable protein phosphatase 2C T23F11.1,PROTEIN_CODING,1,1,NC_066586.1,5782898,5785511
LOC127068694,LOC127068694,glycerol-3-phosphate phosphatase-like,PROTEIN_CODING,1,1,NC_066586.1,5790218,5792221
LOC127068800,LOC127068800,zinc transporter foi-like,PROTEIN_CODING,4,1,NC_066586.1,15966391,15975752
LOC127068820,LOC127068820,sec1 family domain-containing protein 2-like,PROTEIN_CODING,2,1,NC_066586.1,19586758,19589751
LOC127068828,LOC127068828,DNA polymerase delta subunit 3-like,PROTEIN_CODING,1,14,NC_066599.1,5034597,5036555
LOC127068833,LOC127068833,chaoptin-like,PROTEIN_CODING,2,14,NC_066599.1,870264,876322
LOC127068866,LOC127068866,cytosolic endo-beta-N-acetylglucosaminidase-like,PROTEIN_CODING,3,14,NC_066599.1,128369,142234
LOC127068867,LOC127068867,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like",PROTEIN_CODING,2,14,NC_066599.1,25508,29712
LOC127068868,LOC127068868,endochitinase,PROTEIN_CODING,3,14,NC_066599.1,29686,35979
LOC127068872,LOC127068872,nischarin-like,PROTEIN_CODING,1,14,NC_066599.1,91733,95501
LOC127068882,LOC127068882,tumor necrosis factor receptor superfamily member 4-like,PROTEIN_CODING,1,14,NC_066599.1,112132,122873
LOC127068888,LOC127068888,E3 ubiquitin-protein ligase Rnf220-like,PROTEIN_CODING,4,1,NC_066586.1,14431479,14575966
LOC127068900,LOC127068900,odorant receptor 22c-like,PROTEIN_CODING,1,14,NC_066599.1,1498407,1546617
LOC127068906,LOC127068906,zinc finger matrin-type protein 5,PROTEIN_CODING,1,14,NC_066599.1,1253381,1254622
LOC127068910,LOC127068910,zinc finger protein 660-like,PROTEIN_CODING,4,1,NC_066586.1,14576356,14580262
LOC127068915,LOC127068915,serine/threonine-protein kinase SIK2-like,PROTEIN_CODING,1,14,NC_066599.1,3009716,3015514
LOC127068927,LOC127068927,uncharacterized LOC127068927,PROTEIN_CODING,2,14,NC_066599.1,2500124,2502478
LOC127068969,LOC127068969,zinc finger imprinted 3-like,PROTEIN_CODING,4,14,NC_066599.1,426581,431897
LOC127068970,LOC127068970,"rRNA methyltransferase 3, mitochondrial",PROTEIN_CODING,2,14,NC_066599.1,524218,525883
LOC127068972,LOC127068972,phosphoribosyl pyrophosphate synthase-associated protein 2,PROTEIN_CODING,2,14,NC_066599.1,348049,350251
LOC127068980,LOC127068980,"cytochrome c oxidase subunit 5B, mitochondrial-like",PROTEIN_CODING,1,14,NC_066599.1,346625,347710
LOC127068988,LOC127068988,"glutamate receptor ionotropic, kainate 2-like",PROTEIN_CODING,1,14,NC_066599.1,4162612,4212213
LOC127068997,LOC127068997,transcription elongation factor SPT5-like,PROTEIN_CODING,1,14,NC_066599.1,4457909,4463019
LOC127068998,LOC127068998,retinoblastoma-like protein 1,PROTEIN_CODING,4,14,NC_066599.1,4532550,4539384
LOC127069006,LOC127069006,60S ribosomal protein L18,PROTEIN_CODING,3,14,NC_066599.1,4492501,4496281
LOC127069022,LOC127069022,ataxin-3-like,PROTEIN_CODING,3,14,NC_066599.1,4910364,4911723
LOC127069030,LOC127069030,aminoacylase-1-like,PROTEIN_CODING,2,14,NC_066599.1,602308,605775
LOC127069044,LOC127069044,methylosome protein 50-like,PROTEIN_CODING,2,14,NC_066599.1,4989139,4991522
LOC127069048,LOC127069048,rho-associated protein kinase 1-like,PROTEIN_CODING,5,14,NC_066599.1,4583677,4592024
LOC127069055,LOC127069055,WD repeat-containing protein 13-like,PROTEIN_CODING,3,14,NC_066599.1,4581341,4584073
LOC127069074,LOC127069074,microtubule-associated protein futsch-like,PROTEIN_CODING,2,14,NC_066599.1,3104292,3145530
LOC127069076,LOC127069076,MFS-type transporter SLC18B1-like,PROTEIN_CODING,1,14,NC_066599.1,3095815,3101727
LOC127069083,LOC127069083,dynactin subunit 3,PROTEIN_CODING,2,14,NC_066599.1,3145458,3146695
LOC127069101,LOC127069101,mitotic-spindle organizing protein 1-like,PROTEIN_CODING,1,14,NC_066599.1,5089983,5090828
LOC127069102,LOC127069102,tetratricopeptide repeat protein 21B-like,PROTEIN_CODING,1,14,NC_066599.1,5083151,5087917
LOC127069104,LOC127069104,circadian locomoter output cycles protein kaput-like,PROTEIN_CODING,6,14,NC_066599.1,4942207,4978059
LOC127069107,LOC127069107,protein MANBAL,PROTEIN_CODING,1,14,NC_066599.1,578048,579020
LOC127069109,LOC127069109,tetratricopeptide repeat protein 37,PROTEIN_CODING,1,14,NC_066599.1,4370344,4375887
LOC127069121,LOC127069121,uncharacterized LOC127069121,PROTEIN_CODING,6,14,NC_066599.1,1152959,1182221
LOC127069123,LOC127069123,WD repeat-containing protein 61,PROTEIN_CODING,2,14,NC_066599.1,1150584,1152843
LOC127069138,LOC127069138,histone-lysine N-methyltransferase SETMAR,PROTEIN_CODING,1,14,NC_066599.1,4409950,4410847
LOC127069152,LOC127069152,calcineurin-binding protein cabin-1-like,PROTEIN_CODING,3,14,NC_066599.1,970716,984061
LOC127069158,LOC127069158,uncharacterized LOC127069158,PROTEIN_CODING,1,1,NC_066586.1,8843272,8846278
LOC127069172,LOC127069172,uncharacterized LOC127069172,PROTEIN_CODING,2,14,NC_066599.1,1818806,1820217
LOC127069180,LOC127069180,protein phosphatase methylesterase 1,PROTEIN_CODING,1,14,NC_066599.1,3728158,3730850
LOC127069186,LOC127069186,regucalcin-like,PROTEIN_CODING,2,14,NC_066599.1,566773,569231
