gene_pd,symbol_pd,description_pd,genetype_pd,ntranscripts_pd
LOC107073210,LOC107073210,uncharacterized LOC107073210,PROTEIN_CODING,2
LOC107073217,LOC107073217,beta-catenin-like protein 1,PROTEIN_CODING,1
LOC107073228,LOC107073228,zinc metalloproteinase nas-4-like,PROTEIN_CODING,1
LOC107073232,LOC107073232,ubiquitin-like protein 4A,PROTEIN_CODING,1
LOC107073244,LOC107073244,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1-like",PROTEIN_CODING,1
LOC107073247,LOC107073247,heat shock protein 70 A2-like,PROTEIN_CODING,1
LOC107073260,LOC107073260,uncharacterized LOC107073260,PROTEIN_CODING,1
LOC107073261,LOC107073261,uncharacterized LOC107073261,PROTEIN_CODING,1
LOC107073262,LOC107073262,uncharacterized LOC107073262,PROTEIN_CODING,3
LOC107073264,LOC107073264,tetratricopeptide repeat protein 39C-like,PROTEIN_CODING,4
LOC107073271,LOC107073271,"b(0,+)-type amino acid transporter 1-like",PROTEIN_CODING,1
LOC107073274,LOC107073274,negative elongation factor B-like,PROTEIN_CODING,2
LOC107073281,LOC107073281,carboxypeptidase N subunit 2-like,PROTEIN_CODING,1
LOC107073285,LOC107073285,protein toll-like,PROTEIN_CODING,1
LOC107073290,LOC107073290,protein HEXIM1-like,PROTEIN_CODING,1
LOC107073293,LOC107073293,apyrase,PROTEIN_CODING,1
LOC107073295,LOC107073295,ERI1 exoribonuclease 3,PROTEIN_CODING,1
LOC107073299,LOC107073299,odorant receptor 85c-like,PROTEIN_CODING,1
LOC107073309,LOC107073309,condensin complex subunit 2-like,PROTEIN_CODING,1
LOC107073310,LOC107073310,prolactin-releasing peptide receptor-like,PROTEIN_CODING,1
LOC107073312,LOC107073312,condensin complex subunit 2-like,PROTEIN_CODING,1
LOC107073319,LOC107073319,transcription initiation factor TFIID subunit 5-like,PROTEIN_CODING,1
LOC107073324,LOC107073324,DNA-directed RNA polymerase II subunit rpb7-like,PROTEIN_CODING,1
LOC107073352,LOC107073352,odorant receptor 22c-like,PROTEIN_CODING,1
LOC107073355,LOC107073355,"presequence protease, mitochondrial",PROTEIN_CODING,1
LOC107073365,LOC107073365,activator of basal transcription 1,PROTEIN_CODING,1
LOC107073366,LOC107073366,probable ATP-dependent RNA helicase DDX23,PROTEIN_CODING,1
LOC107073393,LOC107073393,fidgetin-like protein 1,PROTEIN_CODING,3
LOC107073402,LOC107073402,DNA polymerase delta subunit 2-like,PROTEIN_CODING,2
LOC107073406,LOC107073406,uncharacterized protein C19orf52 homolog,PROTEIN_CODING,1
LOC107073439,LOC107073439,phospholipase D C-like,PROTEIN_CODING,1
LOC107073443,LOC107073443,"probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial",PROTEIN_CODING,1
LOC107073455,LOC107073455,probable multidrug resistance-associated protein lethal(2)03659,PROTEIN_CODING,7
LOC107073456,LOC107073456,rRNA-processing protein UTP23 homolog,PROTEIN_CODING,1
LOC107073463,LOC107073463,ras GTPase-activating-like protein IQGAP1,PROTEIN_CODING,3
LOC107073481,LOC107073481,protein toll-like,PROTEIN_CODING,1
LOC107073482,LOC107073482,protein toll-like,PROTEIN_CODING,1
LOC107073493,LOC107073493,odorant receptor 82a-like,PROTEIN_CODING,1
LOC107073503,LOC107073503,odorant receptor 13a-like,PROTEIN_CODING,1
LOC107073518,LOC107073518,gustatory and pheromone receptor 32a-like,PROTEIN_CODING,1
LOC107073519,LOC107073519,gustatory and pheromone receptor 32a-like,PROTEIN_CODING,1
LOC107073531,LOC107073531,peptidyl-alpha-hydroxyglycine alpha-amidating lyase 1-like,PROTEIN_CODING,1
LOC107073534,LOC107073534,fatty acid synthase-like,PROTEIN_CODING,1
LOC107073537,LOC107073537,protein toll-like,PROTEIN_CODING,1
LOC107073546,LOC107073546,purine nucleoside phosphorylase,PROTEIN_CODING,3
LOC107073547,LOC107073547,uncharacterized LOC107073547,PROTEIN_CODING,2
LOC107073552,LOC107073552,pre-mRNA-splicing factor CWC22 homolog,PROTEIN_CODING,1
LOC107073568,LOC107073568,protein FAM46C,PROTEIN_CODING,2
LOC107073569,LOC107073569,cleavage stimulation factor subunit 2-like,PROTEIN_CODING,1
LOC107073571,LOC107073571,disks large-associated protein 4-like,PROTEIN_CODING,1
LOC107073577,LOC107073577,vascular endothelial growth factor receptor 1-like,PROTEIN_CODING,1
LOC107073597,LOC107073597,uncharacterized LOC107073597,PROTEIN_CODING,1
LOC107073613,LOC107073613,protein cycle-like,PROTEIN_CODING,1
LOC107073619,LOC107073619,breast cancer type 2 susceptibility protein homolog,PROTEIN_CODING,1
LOC107073623,LOC107073623,peroxidase-like,PROTEIN_CODING,1
LOC107073625,LOC107073625,protein toll-like,PROTEIN_CODING,1
LOC107073655,LOC107073655,endoplasmic reticulum aminopeptidase 1,PROTEIN_CODING,1
LOC107073678,LOC107073678,protein tramtrack,PROTEIN_CODING,2
LOC107073687,LOC107073687,protein cycle-like,PROTEIN_CODING,1
LOC107073694,LOC107073694,lysoplasmalogenase-like protein TMEM86A,PROTEIN_CODING,1
LOC107073698,LOC107073698,protein toll-like,PROTEIN_CODING,1
LOC107073710,LOC107073710,vascular endothelial growth factor receptor 2-like,PROTEIN_CODING,1
LOC107073721,LOC107073721,ATP-dependent RNA helicase vasa,PROTEIN_CODING,2
LOC107073732,LOC107073732,gonadotropin-releasing hormone receptor-like,PROTEIN_CODING,4
LOC107073739,LOC107073739,toll-like receptor 4,PROTEIN_CODING,1
LOC107073765,LOC107073765,uncharacterized LOC107073765,PROTEIN_CODING,2
LOC107073767,LOC107073767,acidic endochitinase SP2-like,PROTEIN_CODING,1
LOC107073774,LOC107073774,uncharacterized LOC107073774,PROTEIN_CODING,1
LOC107073776,LOC107073776,uncharacterized LOC107073776,PROTEIN_CODING,2
LOC107073794,LOC107073794,sodium-coupled monocarboxylate transporter 1-like,PROTEIN_CODING,1
LOC107073799,LOC107073799,acidic endochitinase SP2-like,PROTEIN_CODING,1
LOC107073803,LOC107073803,high affinity copper uptake protein 1-like,PROTEIN_CODING,5
LOC107073811,LOC107073811,nuclear receptor coactivator 6-like,PROTEIN_CODING,5
LOC107073822,LOC107073822,poly(U)-specific endoribonuclease homolog,PROTEIN_CODING,1
LOC107073824,LOC107073824,poly(U)-specific endoribonuclease homolog,PROTEIN_CODING,1
LOC107073825,LOC107073825,DNA mismatch repair protein MutL-like,PROTEIN_CODING,3
LOC107073827,LOC107073827,INO80 complex subunit B,PROTEIN_CODING,1
LOC107073844,LOC107073844,40S ribosomal protein S27-like,PROTEIN_CODING,1
LOC107073846,LOC107073846,aubergine,PROTEIN_CODING,3
LOC107073847,LOC107073847,coiled-coil domain-containing protein 130 homolog,PROTEIN_CODING,4
LOC107073849,LOC107073849,sodium-independent sulfate anion transporter,PROTEIN_CODING,2
LOC107073852,LOC107073852,uncharacterized LOC107073852,PROTEIN_CODING,4
LOC107073858,LOC107073858,uncharacterized LOC107073858,PROTEIN_CODING,6
LOC107073861,LOC107073861,polyhomeotic-proximal chromatin protein-like,PROTEIN_CODING,17
LOC107073868,LOC107073868,metastasis suppressor protein 1,PROTEIN_CODING,3
LOC107073876,LOC107073876,probable chitinase 3,PROTEIN_CODING,1
LOC107073878,LOC107073878,"solute carrier family 2, facilitated glucose transporter member 5-like",PROTEIN_CODING,4
LOC107073885,LOC107073885,uncharacterized LOC107073885,PROTEIN_CODING,5
LOC107073891,LOC107073891,myelin regulatory factor-like protein,PROTEIN_CODING,10
LOC107073892,LOC107073892,U3 small nucleolar RNA-associated protein 15 homolog,PROTEIN_CODING,1
LOC107073899,LOC107073899,histone-lysine N-methyltransferase SETMAR,PROTEIN_CODING,1
LOC107073914,LOC107073914,putative GTP-binding protein 6,PROTEIN_CODING,1
LOC107073925,LOC107073925,sphingomyelin phosphodiesterase-like,PROTEIN_CODING,3
LOC107073931,LOC107073931,U6 snRNA-associated Sm-like protein LSm2,PROTEIN_CODING,1
LOC107073933,LOC107073933,acyl-CoA-binding domain-containing protein 6,PROTEIN_CODING,1
LOC107073934,LOC107073934,rho GTPase-activating protein 44-like,PROTEIN_CODING,5
LOC107073937,LOC107073937,WD repeat-containing protein 6,PROTEIN_CODING,2
LOC107073940,LOC107073940,slit homolog 2 protein-like,PROTEIN_CODING,1
LOC107073942,LOC107073942,DDB1- and CUL4-associated factor 13,PROTEIN_CODING,2
LOC107073947,LOC107073947,chaoptin-like,PROTEIN_CODING,1
LOC107073952,LOC107073952,hemocyte protein-glutamine gamma-glutamyltransferase-like,PROTEIN_CODING,1
LOC107073969,LOC107073969,ceramide synthase 5-like,PROTEIN_CODING,4
LOC107073972,LOC107073972,"NAD kinase 2, mitochondrial-like",PROTEIN_CODING,1
LOC107073979,LOC107073979,40S ribosomal protein S6-like,PROTEIN_CODING,1
LOC107073981,LOC107073981,F-box only protein 32,PROTEIN_CODING,2
LOC107073982,LOC107073982,aurora kinase C-like,PROTEIN_CODING,1
LOC107073992,LOC107073992,alanine--glyoxylate aminotransferase 2-like,PROTEIN_CODING,3
LOC107073995,LOC107073995,proteasome subunit alpha type-6-like,PROTEIN_CODING,1
LOC107073999,LOC107073999,DNA (cytosine-5)-methyltransferase PliMCI-like,PROTEIN_CODING,1
LOC107074001,LOC107074001,retinal homeobox protein Rx1-like,PROTEIN_CODING,1
LOC107074012,LOC107074012,"kynurenine/alpha-aminoadipate aminotransferase, mitochondrial-like",PROTEIN_CODING,1
LOC107074022,LOC107074022,ribosome biogenesis protein TSR3 homolog,PROTEIN_CODING,2
LOC107074023,LOC107074023,DNA helicase MCM9-like,PROTEIN_CODING,4
LOC107074035,LOC107074035,phospholipase A1-like,PROTEIN_CODING,1
LOC107074047,LOC107074047,adenylate cyclase type 10-like,PROTEIN_CODING,1
LOC107074050,LOC107074050,sodium channel protein Nach-like,PROTEIN_CODING,1
LOC107074051,LOC107074051,homeobox protein aristaless-like,PROTEIN_CODING,1
LOC107074059,LOC107074059,homeobox protein HMX3-B-like,PROTEIN_CODING,2
LOC107074066,LOC107074066,homeobox protein Nkx-2.5-like,PROTEIN_CODING,1
LOC107074071,LOC107074071,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit,PROTEIN_CODING,9
LOC107074081,LOC107074081,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1-like",PROTEIN_CODING,6
LOC107074088,LOC107074088,casein kinase I,PROTEIN_CODING,4
LOC107074091,LOC107074091,cysteine sulfinic acid decarboxylase-like,PROTEIN_CODING,1
LOC107074093,LOC107074093,elongation of very long chain fatty acids protein 1-like,PROTEIN_CODING,2
LOC107074098,LOC107074098,"ATP synthase-coupling factor 6, mitochondrial-like",PROTEIN_CODING,1
LOC107074101,LOC107074101,WD repeat domain-containing protein 83,PROTEIN_CODING,4
LOC107074108,LOC107074108,beta-hexosaminidase subunit beta-like,PROTEIN_CODING,1
LOC107074123,LOC107074123,Down syndrome cell adhesion molecule-like protein Dscam2,PROTEIN_CODING,8
LOC107074126,LOC107074126,uncharacterized LOC107074126,PROTEIN_CODING,3
LOC107074134,LOC107074134,methylthioribulose-1-phosphate dehydratase,PROTEIN_CODING,3
LOC107074138,LOC107074138,folliculin,PROTEIN_CODING,3
LOC107074140,LOC107074140,uncharacterized LOC107074140,PROTEIN_CODING,1
LOC107074142,LOC107074142,sodium channel protein Nach-like,PROTEIN_CODING,1
LOC107074156,LOC107074156,proline synthase co-transcribed bacterial homolog protein,PROTEIN_CODING,2
LOC107074159,LOC107074159,"myosin regulatory light chain LC-2, mantle muscle",PROTEIN_CODING,1
LOC107074160,LOC107074160,rho guanine nucleotide exchange factor 3-like,PROTEIN_CODING,1
LOC107074170,LOC107074170,latrophilin Cirl-like,PROTEIN_CODING,8
LOC107074174,LOC107074174,transmembrane and TPR repeat-containing protein 4-like,PROTEIN_CODING,2
LOC107074182,LOC107074182,AF4/FMR2 family member 4-like,PROTEIN_CODING,12
LOC107074187,LOC107074187,lysosomal Pro-X carboxypeptidase,PROTEIN_CODING,1
LOC107074189,LOC107074189,histone H4,PROTEIN_CODING,1
LOC107074199,LOC107074199,nucleolar protein of 40 kDa-like,PROTEIN_CODING,2
LOC107074200,LOC107074200,26S proteasome non-ATPase regulatory subunit 9,PROTEIN_CODING,2
LOC107074204,LOC107074204,hydrocephalus-inducing protein homolog,PROTEIN_CODING,1
LOC107074214,LOC107074214,"methylmalonic aciduria and homocystinuria type D homolog, mitochondrial",PROTEIN_CODING,1
LOC107074226,LOC107074226,probable U3 small nucleolar RNA-associated protein 11,PROTEIN_CODING,1
LOC107074229,LOC107074229,muscle segmentation homeobox-like,PROTEIN_CODING,1
LOC107074238,LOC107074238,protein zwilch homolog,PROTEIN_CODING,1
LOC107074243,LOC107074243,otoferlin-like,PROTEIN_CODING,1
LOC107074245,LOC107074245,sex determination protein fruitless-like,PROTEIN_CODING,1
LOC107074248,LOC107074248,sodium channel protein Nach-like,PROTEIN_CODING,1
LOC107074249,LOC107074249,adenylate cyclase type 10-like,PROTEIN_CODING,1
LOC107074268,LOC107074268,"glutamate receptor ionotropic, kainate 2-like",PROTEIN_CODING,6
LOC107074275,LOC107074275,hexokinase-1-like,PROTEIN_CODING,3
LOC107074276,LOC107074276,zinc finger matrin-type protein 5,PROTEIN_CODING,1
LOC107074292,LOC107074292,uncharacterized LOC107074292,PROTEIN_CODING,4
LOC107074293,LOC107074293,G protein-activated inward rectifier potassium channel 3-like,PROTEIN_CODING,12
LOC107074313,LOC107074313,uncharacterized LOC107074313,PROTEIN_CODING,1
LOC107074314,LOC107074314,hexosaminidase D-like,PROTEIN_CODING,2
LOC107074318,LOC107074318,G patch domain-containing protein 1 homolog,PROTEIN_CODING,1
LOC107074319,LOC107074319,GDNF-inducible zinc finger protein 1-like,PROTEIN_CODING,1
LOC107074324,LOC107074324,POU domain protein 2,PROTEIN_CODING,1
LOC107074325,LOC107074325,reticulocalbin-2,PROTEIN_CODING,1
LOC107074330,LOC107074330,protein CNPPD1,PROTEIN_CODING,2
LOC107074331,LOC107074331,cyclin-dependent kinase 20-like,PROTEIN_CODING,1
LOC107074340,LOC107074340,E3 ubiquitin-protein ligase KCMF1-like,PROTEIN_CODING,2
LOC107074345,LOC107074345,uncharacterized LOC107074345,PROTEIN_CODING,1
LOC107074347,LOC107074347,NECAP-like protein CG9132,PROTEIN_CODING,3
LOC107074350,LOC107074350,DNA repair and recombination protein RAD54B-like,PROTEIN_CODING,2
LOC107074351,LOC107074351,bifunctional purine biosynthesis protein PURH,PROTEIN_CODING,1
LOC107074359,LOC107074359,clustered mitochondria protein homolog,PROTEIN_CODING,1
LOC107074360,LOC107074360,clustered mitochondria protein homolog,PROTEIN_CODING,1
LOC107074373,LOC107074373,serine/threonine-protein kinase polo-like,PROTEIN_CODING,1
LOC107074382,LOC107074382,dual specificity protein phosphatase 10-like,PROTEIN_CODING,2
LOC107074386,LOC107074386,uncharacterized LOC107074386,PROTEIN_CODING,7
LOC107074405,LOC107074405,uncharacterized LOC107074405,PROTEIN_CODING,3
LOC107074414,LOC107074414,coiled-coil domain-containing protein 47,PROTEIN_CODING,2
LOC107074418,LOC107074418,WD repeat-containing protein 13-like,PROTEIN_CODING,2
LOC107074424,LOC107074424,activating signal cointegrator 1 complex subunit 1-like,PROTEIN_CODING,1
LOC107074430,LOC107074430,inositol monophosphatase 1-like,PROTEIN_CODING,2
LOC107074431,LOC107074431,inositol monophosphatase 1-like,PROTEIN_CODING,1
LOC107074432,LOC107074432,inositol monophosphatase 2-like,PROTEIN_CODING,1
LOC107074450,LOC107074450,potassium voltage-gated channel protein Shaw-like,PROTEIN_CODING,5
LOC107074463,LOC107074463,"glutamate receptor ionotropic, kainate 2",PROTEIN_CODING,10
LOC107074469,LOC107074469,glucosylceramidase,PROTEIN_CODING,1
LOC107074474,LOC107074474,lymphocyte-specific helicase-like,PROTEIN_CODING,2
LOC107074480,LOC107074480,methyltransferase-like protein 5,PROTEIN_CODING,1
LOC107074486,LOC107074486,mucin-5AC-like,PROTEIN_CODING,2
LOC107074488,LOC107074488,putative E3 ubiquitin-protein ligase UBR7,PROTEIN_CODING,2
LOC107074490,LOC107074490,LIM/homeobox protein Lhx9-like,PROTEIN_CODING,5
LOC107074492,LOC107074492,G/T mismatch-specific thymine DNA glycosylase-like,PROTEIN_CODING,1
LOC107074499,LOC107074499,TOM1-like protein 2,PROTEIN_CODING,5
LOC107074501,LOC107074501,LIM/homeobox protein Lhx2-like,PROTEIN_CODING,1
LOC107074507,LOC107074507,chitinase domain-containing protein 1,PROTEIN_CODING,2
LOC107074509,LOC107074509,estradiol 17-beta-dehydrogenase 11,PROTEIN_CODING,1
LOC107074516,LOC107074516,ubiquitin carboxyl-terminal hydrolase 35-like,PROTEIN_CODING,1
LOC107074521,LOC107074521,DDB1- and CUL4-associated factor 11,PROTEIN_CODING,2
LOC107074525,LOC107074525,adenomatous polyposis coli homolog,PROTEIN_CODING,5
LOC107074540,LOC107074540,potassium voltage-gated channel protein Shaw-like,PROTEIN_CODING,1
LOC107074552,LOC107074552,N-acetylglucosamine-6-sulfatase-like,PROTEIN_CODING,1
LOC107074555,LOC107074555,protein unc-13 homolog B,PROTEIN_CODING,11
LOC107074562,LOC107074562,unconventional myosin-IXa-like,PROTEIN_CODING,5
LOC107074568,LOC107074568,katanin p60 ATPase-containing subunit A-like 2,PROTEIN_CODING,2
LOC107074577,LOC107074577,rap guanine nucleotide exchange factor 2-like,PROTEIN_CODING,14
LOC107074578,LOC107074578,homeobox protein MSH-A,PROTEIN_CODING,1
LOC107074580,LOC107074580,uncharacterized LOC107074580,PROTEIN_CODING,2
LOC107074584,LOC107074584,DNA-dependent protein kinase catalytic subunit-like,PROTEIN_CODING,3
LOC107074599,LOC107074599,BTB/POZ domain-containing protein 7,PROTEIN_CODING,1
LOC107074601,LOC107074601,mitogen-activated protein kinase kinase kinase 7-like,PROTEIN_CODING,1
LOC107074604,LOC107074604,solute carrier family 35 member F5,PROTEIN_CODING,2
LOC107074609,LOC107074609,probable C-mannosyltransferase DPY19L1,PROTEIN_CODING,2
LOC107074613,LOC107074613,NAD kinase-like,PROTEIN_CODING,14
LOC107074619,LOC107074619,paired box protein Pax-6-like,PROTEIN_CODING,1
LOC107074630,LOC107074630,protein 5NUC-like,PROTEIN_CODING,3
LOC107074640,LOC107074640,bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like,PROTEIN_CODING,3
LOC107074642,LOC107074642,protein groucho-1-like,PROTEIN_CODING,3
LOC107074645,LOC107074645,cyclin-dependent kinase-like 4,PROTEIN_CODING,5
LOC107074654,LOC107074654,DNA repair protein xrcc4-like,PROTEIN_CODING,1
LOC107074657,LOC107074657,guanylate kinase,PROTEIN_CODING,2
LOC107074664,LOC107074664,sulfotransferase 1C4-like,PROTEIN_CODING,1
LOC107074666,LOC107074666,ceramide-1-phosphate transfer protein,PROTEIN_CODING,1
LOC107074668,LOC107074668,CAAX prenyl protease 1 homolog,PROTEIN_CODING,1
LOC107074671,LOC107074671,protein groucho-1-like,PROTEIN_CODING,1
LOC107074673,LOC107074673,endothelial lipase,PROTEIN_CODING,1
LOC107074676,LOC107074676,zinc finger protein 2-like,PROTEIN_CODING,1
LOC107074678,LOC107074678,protein lozenge-like,PROTEIN_CODING,1
LOC107074683,LOC107074683,uncharacterized LOC107074683,PROTEIN_CODING,1
LOC107074685,LOC107074685,dipeptidase 1,PROTEIN_CODING,1
LOC107074686,LOC107074686,pancreatic triacylglycerol lipase-like,PROTEIN_CODING,2
LOC107074690,LOC107074690,kinesin-like protein KIF9,PROTEIN_CODING,5
LOC107074698,LOC107074698,RNA-binding protein MEX3B,PROTEIN_CODING,1
LOC107074699,LOC107074699,myrosinase 1-like,PROTEIN_CODING,1
LOC107074706,LOC107074706,segmentation protein Runt-like,PROTEIN_CODING,1
LOC107074707,LOC107074707,runt-related transcription factor 3-like,PROTEIN_CODING,5
LOC107063625,LOC107063625,"pentatricopeptide repeat-containing protein 1, mitochondrial",PROTEIN_CODING,1
LOC107063627,LOC107063627,uncharacterized LOC107063627,PROTEIN_CODING,1
LOC107063636,LOC107063636,protein unc-80 homolog,PROTEIN_CODING,1
LOC107063638,LOC107063638,cilia- and flagella-associated protein 36,PROTEIN_CODING,1
LOC107063647,LOC107063647,C2 domain-containing protein 5,PROTEIN_CODING,5
LOC107063650,LOC107063650,"transmembrane protein 70 homolog, mitochondrial",PROTEIN_CODING,1
LOC107063651,LOC107063651,ankyrin repeat domain-containing protein 12-like,PROTEIN_CODING,1
LOC107063655,LOC107063655,uncharacterized LOC107063655,PROTEIN_CODING,1
LOC107063656,LOC107063656,"ADP-ribose pyrophosphatase, mitochondrial",PROTEIN_CODING,1
LOC107063676,LOC107063676,serine protease easter-like,PROTEIN_CODING,1
LOC107063679,LOC107063679,alcohol dehydrogenase [NADP(+)]-like,PROTEIN_CODING,1
LOC107063681,LOC107063681,protein FAM161A,PROTEIN_CODING,2
LOC107063683,LOC107063683,2-phosphoxylose phosphatase 1,PROTEIN_CODING,1
LOC107063684,LOC107063684,A-kinase anchor protein 9-like,PROTEIN_CODING,4
LOC107063691,LOC107063691,GATA zinc finger domain-containing protein 14-like,PROTEIN_CODING,2
LOC107063692,LOC107063692,uncharacterized LOC107063692,PROTEIN_CODING,2
