HOG	run	run_label	CAFE_track	n_species_in_count_table	n_species_present	max_tip_copy_number	total_tip_copy_number	polistinae_total_copies	vespinae_total_copies	social_wasp_total_copies	outgroup_total_copies	Vespula_vulgaris_copies	Polistes_dominula_copies	Ancistrocerus_nigricornis_copies	inference	OG	gene_tree_parent_clade	consensus_gene_name	consensus_method	consensus_evidence	Vespula_vulgaris_member_count	Vespula_vulgaris_gene_ids	Vespula_vulgaris_gene_symbols	Vespula_vulgaris_gene_names	Vespula_vulgaris_annotation_sources	Vespula_vulgaris_annotated_member_count	Polistes_dominula_member_count	Polistes_dominula_gene_ids	Polistes_dominula_gene_symbols	Polistes_dominula_gene_names	Polistes_dominula_annotation_sources	Polistes_dominula_annotated_member_count	Ancistrocerus_nigricornis_member_count	Ancistrocerus_nigricornis_gene_ids	Ancistrocerus_nigricornis_gene_symbols	Ancistrocerus_nigricornis_gene_names	Ancistrocerus_nigricornis_annotation_sources	Ancistrocerus_nigricornis_annotated_member_count	chemosensory_family_flag	TE_related_HOG_flag	TE_filter_reason	present_in_social_wasps	biological_interest_class	interpretation_note
N0.HOG0021304	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020867	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021306	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020869	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021307	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020870	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021308	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020871	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021309	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020872	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021310	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020873	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021311	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020874	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021312	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020875	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021313	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020876	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021315	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020878	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021316	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020879	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021318	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020881	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021319	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020882	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021320	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020883	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021321	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020884	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021322	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020885	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021323	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020886	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021324	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020887	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021325	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	1	1	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020888	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021326	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020889	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021327	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020890	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021328	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020891	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021329	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020892	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021331	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020894	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021332	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020895	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021333	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020896	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021334	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020897	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021335	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020898	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021336	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020899	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021337	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020900	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0021339	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0020902	-	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
