"ortholog","hog_n13","orthogroup","broad_orthogroup","gene_tree_parent_clade","gene_pd","gene_vv","genomic_member_count_pd","genomic_member_count_vv","relationship_class","gene_dmel","gene_dmel_from_pd_str","gene_dmel_from_vv_str","gene_dmel_shared_str","gene_dmel_union_str","dmel_mapping_confidence","symbol_pd","description_pd","genetype_pd","ntranscripts_pd","symbol_vv","description_vv","genetype_vv","ntranscripts_vv","chromosome_vv","accession_vv","start_vv","stop_vv","symbol_dmel","description_dmel","genetype_dmel","highest_tissue_Female","highest_tissue_Larva","highest_tissue_Male","top_log2_enrich_Female","top_log2_enrich_Larva","top_log2_enrich_Male","tau_Female","tau_Larva","tau_Male","identical_symbol_pd_vv","loading_SC","loading_Stage","loading_Species","top_SC","top_SC_pos","top_SC_neg","top_Stage","top_Stage_pos","top_Stage_neg","top_Species","top_Species_pos","top_Species_neg","rank_SC_loading_pos","rank_SC_loading_neg","rank_Stage_loading_pos","rank_Stage_loading_neg","rank_Species_loading_pos","rank_Species_loading_neg","VIP_SC","VIP_Stage","VIP_Species"
"N13.HOG0007463","N13.HOG0007463","N13.HOG0007463","OG0003910","n0","LOC107072205","LOC127073120",1,1,"one_to_one","FBgn0265193","FBgn0265193","FBgn0265193","FBgn0265193","FBgn0265193","shared_pd_and_vv","Atf-2","Activating transcription factor-2","PROTEIN_CODING","1","Atf-2","Activating transcription factor-2","PROTEIN_CODING","2","2","NC_066587.1","740380","742927","Atf-2","Activating transcription factor-2","PROTEIN_CODING","Brain","Midgut","Brain","0.620276852273497","0.667210698802179","0.544227363801537","0.453783151326053","0.290931989924433","0.506191950464396",TRUE,-0.0131607604297017,0.0150637652059503,-0.0164397010994654,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,894,813,NA,NA,873,1.06295994998627,1.09282653329151,1.13302820712411
"N13.HOG0007464","N13.HOG0007464","N13.HOG0007464","OG0003911","n0","LOC107065673","LOC127067926",1,1,"one_to_one","FBgn0260779","FBgn0260779","FBgn0260779","FBgn0260779","FBgn0260779","shared_pd_and_vv","GatA","glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial","PROTEIN_CODING","1","GatA","glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial","PROTEIN_CODING","1","12","NC_066597.1","1352920","1355267","GatA","Glutamyl-tRNA amidotransferase, subunit A","PROTEIN_CODING","Ganglion","Hindgut","Ganglion","0.830842051130691","1.05086372554718","1.28762614996697","0.473534688995215","0.239607390300231","0.553990610328638",TRUE,-0.0101543244461387,-0.0102999214931657,0.016357561918726,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,1153,NA,1335,1031,NA,0.927359724998506,0.968298322890763,1.12736715476527
"N13.HOG0007465","N13.HOG0007465","N13.HOG0007465","OG0003912","n0","LOC107074316","LOC127069161",1,1,"one_to_one","FBgn0287696","FBgn0287696","FBgn0287696","FBgn0287696","FBgn0287696","shared_pd_and_vv","Rfwd3","ring finger and WD repeat domain 3","PROTEIN_CODING","1","Rfwd3","ring finger and WD repeat domain 3","PROTEIN_CODING","3","14","NC_066599.1","3684410","3686657","mus302","mutagen-sensitive 302","PROTEIN_CODING","Ovary","Fat Body","Brain","0.524208413001506","-0.871991976040249","1.85683378852683","0.701724910394265","0.308176100628931","0.680843329698292",TRUE,0.00111525419391569,-0.0121584143771558,-0.0223112932917702,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,2123,NA,NA,1174,NA,102,1.16555982602486,1.2814307991697,1.53769977227972
"N13.HOG0007466","N13.HOG0007466","N13.HOG0007466","OG0003913","n0","LOC107066955","LOC127068576",1,1,"one_to_one","FBgn0015376","FBgn0015376","FBgn0015376","FBgn0015376","FBgn0015376","shared_pd_and_vv","cutlet","chromosome transmission fidelity protein 18 homolog","PROTEIN_CODING","1","cutlet","chromosome transmission fidelity protein 18 homolog","PROTEIN_CODING","1","1","NC_066586.1","19614429","19618435","cutlet","cutlet","PROTEIN_CODING","Ovary","Salivary Gland","Fat Body","0.550969368237396","1.79390805769907","0.383327907751079","0.901737057220708","0.676966292134831","0.330952380952381",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007467","N13.HOG0007467","N13.HOG0007467","OG0003914","n0","LOC107067964","LOC127071389",1,1,"one_to_one","","","","","","none","LOC107067964","ankyrin repeat domain-containing protein 40-like","PROTEIN_CODING","7","LOC127071389","ankyrin repeat domain-containing protein 40-like","PROTEIN_CODING","4","21","NC_066606.1","3771440","3773035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007468","N13.HOG0007468","N13.HOG0007468","OG0003915","n0","LOC107073872","LOC127061359",1,1,"one_to_one","FBgn0029789","FBgn0029789","FBgn0029789","FBgn0029789","FBgn0029789","shared_pd_and_vv","PGAP1","GPI inositol-deacylase","PROTEIN_CODING","1","PGAP1","GPI inositol-deacylase","PROTEIN_CODING","1","2","NC_066587.1","15725736","15731026","PGAP1","Post-GPI attachment to proteins 1","PROTEIN_CODING","Ovary","Midgut","Brain","0.221026845383702","0.938998708061448","1.0443939174002","0.372691761363636","0.221760797342193","0.38866930171278",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007469","N13.HOG0007469","N13.HOG0007469","OG0003916","n0","LOC107064337","LOC127070847",1,1,"one_to_one","FBgn0000239","FBgn0000239","FBgn0000239","FBgn0000239","FBgn0000239","shared_pd_and_vv","bur","GMP synthase burgundy","PROTEIN_CODING","4","bur","GMP synthase burgundy","PROTEIN_CODING","4","1","NC_066586.1","5549312","5555018","bur","burgundy","PROTEIN_CODING","Ovary","Fat Body","Fat Body","0.310887295814225","1.74319624511904","0.794997677527282","0.307739457339","0.597564642212868","0.324372759856631",TRUE,0.0332370052755476,-0.0105243195597294,-0.00734340706067661,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,NA,NA,1312,NA,1586,1.10366680892676,0.611126621208609,0.50610940465405
"N13.HOG0007470","N13.HOG0007470","N13.HOG0007470","OG0003917","n0","LOC107064338","LOC127070836",1,1,"one_to_one","FBgn0035150","FBgn0035150","FBgn0035150","FBgn0035150","FBgn0035150","shared_pd_and_vv","Rev1","Rev1 DNA directed polymerase","PROTEIN_CODING","1","Rev1","Rev1 DNA directed polymerase","PROTEIN_CODING","2","1","NC_066586.1","5555011","5560175","Rev1","DNA polymerase Rev1","PROTEIN_CODING","Ovary","Salivary Gland","Salivary Gland","0.455843608877232","0.231005423820879","0.374577746033866","0.517679282868526","0.137755102040816","0.222330570453437",TRUE,-0.0224325219274861,0.0117874253739151,-0.0177488791871098,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,333,1028,NA,NA,659,1.16222626432146,1.06436255291712,1.22325708005041
"N13.HOG0007471","N13.HOG0007471","N13.HOG0007471","OG0003918","n0","LOC107066210","LOC127067621",1,1,"one_to_one","FBgn0035283","FBgn0035283","FBgn0035283","FBgn0035283","FBgn0035283","shared_pd_and_vv","LOC107066210","CUE domain-containing protein 1","PROTEIN_CODING","2","LOC127067621","CUE domain-containing protein 1","PROTEIN_CODING","1","11","NC_066596.1","1247154","1250357","CG12024","","PROTEIN_CODING","Hindgut","Tubule","Tubule","1.43267877183744","1.7719375754701","1.70425079177457","0.468279047156053","0.552530501581563","0.535910269553157",FALSE,0.00749912873051882,0.0278339536549304,0.00945340624289039,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1312,NA,17,NA,1582,NA,1.25174755052431,1.35621660190967,0.651531062626576
"N13.HOG0007472","N13.HOG0007472","N13.HOG0007472","OG0003919","n0","LOC107074626","LOC127064804",1,1,"one_to_one","FBgn0033460","FBgn0033460","FBgn0033460","FBgn0033460","FBgn0033460","shared_pd_and_vv","Sec24AB","Protein transport protein Sec24AB","PROTEIN_CODING","3","Sec24AB","Protein transport protein Sec24AB","PROTEIN_CODING","5","1","NC_066586.1","4641061","4650678","Sec24AB","Secretory 24AB","PROTEIN_CODING","Salivary Gland","Salivary Gland","Salivary Gland","1.20525799015273","1.96637245273357","0.963319277864159","0.48347894265233","0.604867034621174","0.482648681790313",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007473","N13.HOG0007473","N13.HOG0007473","OG0003920","n0","LOC107073881","LOC127069311",1,1,"one_to_one","FBgn0035397","FBgn0035397","FBgn0035397","FBgn0035397","FBgn0035397","shared_pd_and_vv","PAN3","Poly(A) specific ribonuclease subunit PAN3","PROTEIN_CODING","6","PAN3","Poly(A) specific ribonuclease subunit PAN3","PROTEIN_CODING","4","15","NC_066600.1","982345","989106","PAN3","Poly(A) specific ribonuclease subunit PAN3","PROTEIN_CODING","Midgut","Midgut","Midgut","0.68509230618613","1.1334387068599","1.37573835300391","0.34424302184466","0.412580943570768","0.626148481840625",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007474","N13.HOG0007474","N13.HOG0007474","OG0003921","n0","LOC107066535","LOC127061439",1,1,"one_to_one","FBgn0023524","FBgn0023524","FBgn0023524","FBgn0023524","FBgn0023524","shared_pd_and_vv","LOC107066535","UNC93-like protein","PROTEIN_CODING","7","LOC127061439","UNC93-like protein","PROTEIN_CODING","1","2","NC_066587.1","9452488","9462670","CG3078","","PROTEIN_CODING","Ganglion","Fat Body","Brain","5.18571432621215","-1.92597815805575","3.06432260888719","0.857244686365993","0.8","0.837964583187513",FALSE,-0.00536017750240706,0.0108847414083924,0.0192197260522972,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,1700,1099,NA,571,NA,1.02274042032156,1.11204825568681,1.32462820453342
"N13.HOG0007475","N13.HOG0007475","N13.HOG0007475","OG0003922","n0","LOC107070193","LOC127062249",1,1,"one_to_one","FBgn0036336","FBgn0036336","FBgn0036336","FBgn0036336","FBgn0036336","shared_pd_and_vv","ste14","isoprenylcysteine carboxylmethyltransferase ste14","PROTEIN_CODING","1","ste14","isoprenylcysteine carboxylmethyltransferase ste14","PROTEIN_CODING","1","3","NC_066588.1","177196","179552","Icmt","Isoprenylcysteine carboxyl methyltransferase","PROTEIN_CODING","Midgut","Fat Body","Midgut","0.682450262987505","0.980503665194527","1.80522809007903","0.645123106060606","0.358843537414966","0.531816266329541",TRUE,0.00942417257605408,0.00029802006611581,0.0235741202946974,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1141,NA,2247,NA,32,NA,1.14329942428494,1.22176156974922,1.62473411714874
"N13.HOG0007476","N13.HOG0007476","N13.HOG0007476","OG0003923","n0","LOC107065791","LOC127071535",1,1,"one_to_one","FBgn0031047, FBgn0032089","FBgn0031047, FBgn0032089","FBgn0031047, FBgn0032089","FBgn0031047, FBgn0032089","FBgn0031047, FBgn0032089","shared_pd_and_vv","Rcd-1","Required for cell differentiation 1","PROTEIN_CODING","1","Rcd-1","Required for cell differentiation 1","PROTEIN_CODING","3","22","NC_066607.1","2211510","2214047","Rcd-1 | Rcd-1r","Required for cell differentiation 1 | Rcd-1 related","PROTEIN_CODING","Ovary | Midgut","Salivary Gland | Fat Body","Eye | Midgut","0.128458780333094 | 4.0968464462114","0.536903012729771 | 0.601449775531878","0.322675009799084 | 0.129559550606246","0.281222123104371 | 0.887175324675325","0.326951399116348 | 0.752840909090909","0.410470275066548 | 0.872918492550394",TRUE,0.00227743933471412,0.00818959568589005,0.0198994758043763,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1947,NA,1358,NA,475,NA,0.998960622167922,1.09633088613901,1.37147672314281
"N13.HOG0007477","N13.HOG0007477","N13.HOG0007477","OG0003924","n0","LOC107063723","LOC127065328",1,1,"one_to_one","FBgn0015527","FBgn0015527","FBgn0015527","FBgn0015527","FBgn0015527","shared_pd_and_vv","peng","Pumilio and CPL domain-containing protein penguin","PROTEIN_CODING","1","peng","Pumilio and CPL domain-containing protein penguin","PROTEIN_CODING","1","7","NC_066592.1","6455676","6457948","peng","penguin","PROTEIN_CODING","Ovary","Fat Body","Eye","0.428490924925678","0.993912518900598","0.691877535530599","0.643441621885686","0.516913319238901","0.166258503401361",TRUE,-0.004765731660277,-0.0290213784591517,-0.00912202867167372,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,1769,NA,6,NA,1457,1.28094718843269,1.40077107414353,0.628692439641577
"N13.HOG0007478","N13.HOG0007478","N13.HOG0007478","OG0003925","n0","LOC107068682","LOC127066213",1,1,"one_to_one","FBgn0039883","FBgn0039883","FBgn0039883","FBgn0039883","FBgn0039883","shared_pd_and_vv","RhoGAP100F","Rho GTPase activating protein at 100F","PROTEIN_CODING","11","RhoGAP100F","Rho GTPase activating protein at 100F","PROTEIN_CODING","4","9","NC_066594.1","8479371","8515188","RhoGAP100F","Rho GTPase activating protein at 100F","PROTEIN_CODING","Brain","Midgut","Brain","4.11599931418607","-1.49475623024719","2.43366199439364","0.904515778019586","0.477272727272727","0.901955326699603",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007479","N13.HOG0007479","N13.HOG0007479","OG0003926","n0","LOC107063642","LOC127065026",1,1,"one_to_one","FBgn0029113","FBgn0029113","FBgn0029113","FBgn0029113","FBgn0029113","shared_pd_and_vv","Uba2","Ubiquitin-like activating enzyme 2","PROTEIN_CODING","1","Uba2","Ubiquitin-like activating enzyme 2","PROTEIN_CODING","2","7","NC_066592.1","2564308","2567581","Uba2","Ubiquitin-like activating enzyme 2","PROTEIN_CODING","Ovary","Salivary Gland","Hindgut","0.372616728080505","0.501449491328952","0.89593603775174","0.654233171408744","0.435803037275656","0.286411149825784",TRUE,0.0185653112531317,0.00273267669683514,-0.0179517332193467,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,501,NA,1949,NA,NA,629,1.00596366599937,0.938564979742036,1.23723782939996
"N13.HOG0007480","N13.HOG0007480","N13.HOG0007480","OG0003927","n0","LOC107065082","LOC127062130",1,1,"one_to_one","FBgn0028541","FBgn0028541","FBgn0028541","FBgn0028541","FBgn0028541","shared_pd_and_vv","TM9SF4","transmembrane 9 superfamily protein member 4","PROTEIN_CODING","1","TM9SF4","transmembrane 9 superfamily protein member 4","PROTEIN_CODING","3","3","NC_066588.1","8371636","8376308","TM9SF4","Transmembrane 9 superfamily protein member 4","PROTEIN_CODING","Salivary Gland","Salivary Gland","Salivary Gland","1.68120540395469","2.1140936113613","1.33805718089449","0.518776077885953","0.71995682417846","0.492435007941152",TRUE,0.00749856151019675,0.00471320419182092,0.0187881516376089,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1313,NA,1723,NA,633,NA,0.931626686429731,0.996933517036038,1.29488399067233
"N13.HOG0007481","N13.HOG0007481","N13.HOG0007481","OG0003928","n0","LOC107071276","LOC127063318",1,1,"one_to_one","FBgn0261984","FBgn0261984","FBgn0261984","FBgn0261984","FBgn0261984","shared_pd_and_vv","Ire1","serine/threonine-protein kinase/endoribonuclease Ire1","PROTEIN_CODING","2","Ire1","serine/threonine-protein kinase/endoribonuclease Ire1","PROTEIN_CODING","1","4","NC_066589.1","4189926","4196585","Ire1","Inositol-requiring enzyme-1","PROTEIN_CODING","Midgut","Salivary Gland","Midgut","0.506876332900547","1.39974752031206","1.4677292908118","0.204501651982379","0.316095890410959","0.54853450265405",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007482","N13.HOG0007482","N13.HOG0007482","OG0003929","n0","LOC107065731","LOC127068160",1,1,"one_to_one","FBgn0025742","FBgn0025742","FBgn0025742","FBgn0025742","FBgn0025742","shared_pd_and_vv","mtm","myotubularin","PROTEIN_CODING","3","mtm","myotubularin","PROTEIN_CODING","3","12","NC_066597.1","1591129","1596455","mtm","myotubularin","PROTEIN_CODING","Salivary Gland","Salivary Gland","Salivary Gland","1.84320189795802","0.837792576235048","2.52783965238236","0.634816474605207","0.284098816979819","0.753286191488439",TRUE,0.0107831984299508,0.00873753544722398,-0.0204568989447449,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1032,NA,1297,NA,NA,287,1.07477458598086,1.13203513039774,1.40989446185473
"N13.HOG0007483","N13.HOG0007483","N13.HOG0007483","OG0003930","n0","LOC107069911","LOC127062174",1,1,"one_to_one","FBgn0037802","FBgn0037802","FBgn0037802","FBgn0037802","FBgn0037802","shared_pd_and_vv","Sirt6","sirtuin 6","PROTEIN_CODING","1","Sirt6","sirtuin 6","PROTEIN_CODING","4","1","NC_066586.1","17895591","17901209","Sirt6","Sirtuin 6","PROTEIN_CODING","Ovary","Salivary Gland","Brain","0.47159286483211","0.631217707286552","2.116916310095","0.665693430656934","0.354368932038835","0.479469632164243",TRUE,-0.000127442101760513,0.0183754591324873,-0.0068043654626139,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2449,622,NA,NA,1628,0.824051477800987,0.906304975800014,0.468958526318545
"N13.HOG0007484","N13.HOG0007484","N13.HOG0007484","OG0003931","n0","LOC107069978","LOC127061546",1,1,"one_to_one","FBgn0028895, FBgn0037922, FBgn0038765","FBgn0028895, FBgn0037922, FBgn0038765","FBgn0028895, FBgn0037922, FBgn0038765","FBgn0028895, FBgn0037922, FBgn0038765","FBgn0028895, FBgn0037922, FBgn0038765","shared_pd_and_vv","LOC107069978","zinc finger protein 271-like","PROTEIN_CODING","2","LOC127061546","zinc finger protein 879-like","PROTEIN_CODING","5","1","NC_066586.1","17799152","17804030","CG17328 | CG14711 | CG4424","","PROTEIN_CODING","Ovary","Salivary Gland","Brain","0.560642684491027 | 0.213032499675199 | 0.708833772653527","0.104336575937184 | 0.504413199924972 | 1.94341544510124","1.49109484539324 | 1.02909263902104 | 1.68870911613228","0.59425 | 0.470562130177515 | 0.380801687763713","0.257751937984496 | 0.447879858657244 | 0.713125","0.522609043617447 | 0.283899403681618 | 0.506705539358601",FALSE,0.0031342955542256,0.0213047931499641,-0.00907534311808834,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1824,NA,402,NA,NA,1459,0.982635561665142,1.07619400392911,0.625474859908381
"N13.HOG0007485","N13.HOG0007485","N13.HOG0007485","OG0003932","n0","LOC107068821","LOC127065896",1,1,"one_to_one","FBgn0035194, FBgn0052318","FBgn0035194, FBgn0052318","FBgn0035194, FBgn0052318","FBgn0035194, FBgn0052318","FBgn0035194, FBgn0052318","shared_pd_and_vv","LOC107068821","DNA replication complex GINS protein PSF1-like","PROTEIN_CODING","1","LOC127065896","DNA replication complex GINS protein PSF1-like","PROTEIN_CODING","2","8","NC_066593.1","4736571","4737749","Psf1 | CG32318","Partner of Sld Five 1","PROTEIN_CODING","Ovary | Brain","Salivary Gland | Fat Body","Salivary Gland | Brain","0.583097255545386 | 0","1.33730293160723 | 0","0.197301360888896 | 0","0.820827943078913","0.640901060070671","0.540816326530612",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007486","N13.HOG0007486","N13.HOG0007486","OG0003933","n0","LOC107065671","LOC127068006",1,1,"one_to_one","FBgn0037391","FBgn0037391","FBgn0037391","FBgn0037391","FBgn0037391","shared_pd_and_vv","LOC107065671","GTP-binding protein 2","PROTEIN_CODING","2","LOC127068006","GTP-binding protein 2","PROTEIN_CODING","4","12","NC_066597.1","2648953","2652626","Gtpbp2","GTP binding protein 2","PROTEIN_CODING","Brain","Midgut","Brain","2.04449720959038","1.32650881426297","0.648548470502442","0.518481375358166","0.68562874251497","0.388246996709771",FALSE,0.0104675876040852,0.00762782978342063,-0.0167796708746439,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1063,NA,1409,NA,NA,810,0.902559997716559,0.936095648211759,1.1564590069006
"N13.HOG0007487","N13.HOG0007487","N13.HOG0007487","OG0003934","n0","LOC107071600","LOC127063049",1,1,"one_to_one","FBgn0035336","FBgn0035336","FBgn0035336","FBgn0035336","FBgn0035336","shared_pd_and_vv","LOC107071600","nucleolar MIF4G domain-containing protein 1 homolog","PROTEIN_CODING","1","LOC127063049","nucleolar MIF4G domain-containing protein 1 homolog","PROTEIN_CODING","2","4","NC_066589.1","90251","93791","CG9004","","PROTEIN_CODING","Ovary","Fat Body","Brain","0.537797294191767","1.09192181762117","0.314696348944368","0.70619335347432","0.466049382716049","0.147882268485284",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007488","N13.HOG0007488","N13.HOG0007488","OG0003935","n0","LOC107073202","LOC127062501",1,1,"one_to_one","FBgn0263200","FBgn0263200","FBgn0263200","FBgn0263200","FBgn0263200","shared_pd_and_vv","Galt","Galactose-1-phosphate uridylyltransferase","PROTEIN_CODING","1","Galt","Galactose-1-phosphate uridylyltransferase","PROTEIN_CODING","1","3","NC_066588.1","985093","987458","Galt","Galactose-1-phosphate uridylyltransferase","PROTEIN_CODING","Fat Body","Tubule","Fat Body","3.66404536265264","2.5325893618891","2.49379537048753","0.831362296462661","0.667391553164702","0.843071475165409",TRUE,0.00857313967124118,-0.0204700372401761,-0.00576282904165485,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1211,NA,NA,552,NA,1722,0.921599160991218,0.976832582873443,0.397175582300659
"N13.HOG0007489","N13.HOG0007489","N13.HOG0007489","OG0003936","n0","LOC107073995","LOC127072952",1,1,"one_to_one","FBgn0050382, FBgn0263121","FBgn0050382, FBgn0263121","FBgn0050382, FBgn0263121","FBgn0050382, FBgn0263121","FBgn0050382, FBgn0263121","shared_pd_and_vv","LOC107073995","proteasome subunit alpha type-6-like","PROTEIN_CODING","1","LOC127072952","proteasome subunit alpha type-6-like","PROTEIN_CODING","1","2","NC_066587.1","17647790","17649099","Prosalpha1R | Prosalpha1","Proteasome alpha1 subunit-related | Proteasome alpha1 subunit","PROTEIN_CODING","Brain | Fat Body","Fat Body","Brain | Fat Body","0 | 1.83288352839062","0","0 | 4.20938513185073","0.923245614035088","0.557692307692308","0.8996138996139",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0007490","N13.HOG0007490","N13.HOG0007490","OG0003937","n0","LOC107067005","LOC127065946",1,1,"one_to_one","FBgn0034430","FBgn0034430","FBgn0034430","FBgn0034430","FBgn0034430","shared_pd_and_vv","mip40","Myb-interacting protein 40","PROTEIN_CODING","4","mip40","Myb-interacting protein 40","PROTEIN_CODING","1","1","NC_066586.1","19376287","19378757","mip40","Myb-interacting protein 40","PROTEIN_CODING","Ovary","Fat Body","Salivary Gland","0.663950727758692","0.387153026074521","0.040798717265775","0.583606557377049","0.435304449648712","0.384573601303639",TRUE,-0.00685392513733173,-0.0152834091609327,0.0164189064406053,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,1511,NA,927,1022,NA,1.01776102786826,1.09826904065514,1.13159503416655
