HOG	OG	Gene Tree Parent Clade	Acromyrmex_echinatior.clean	Ancistrocerus_nigricornis.clean	Andrena_flavipes.clean	Anoplius_nigerrimus.clean	Apis_cerana.clean	Apis_dorsata.clean	Apis_florea.clean	Apis_laboriosa.clean	Apis_mellifera.clean	Atta_cephalotes.clean	Belonocnema_kinseyi.clean	Bombus_campestris.clean	Bombus_hortorum.clean	Bombus_hypnorum.clean	Bombus_impatiens.clean	Bombus_lapidarius.clean	Bombus_monticola.clean	Bombus_muscorum.clean	Bombus_pascuorum.clean	Bombus_pratorum.clean	Bombus_sylvestris.clean	Bombus_terrestris.clean	Bombus_vestalis.clean	Buathra_laborator.clean	Caenorhabditis_elegans.clean	Camponotus_floridanus.clean	Ceratina_calcarata.clean	Colletes_latitarsis.clean	Copidosoma_floridanum.clean	Dolichovespula_media.clean	Dolichovespula_saxonica.clean	Dolichovespula_sylvestris.clean	Drosophila_melanogaster.clean	Dufourea_novaeangliae.clean	Eufriesea_mexicana.clean	Gasteruption_jaculator.clean	Habropoda_laboriosa.clean	Halictus_rubicundus.clean	Harpegnathos_saltator.clean	Lasioglossum_calceatum.clean	Lasioglossum_lativentre.clean	Lasioglossum_morio.clean	Linepithema_humile.clean	Macropis_europaea.clean	Megachile_rotundata.clean	Megalopta_genalis.clean	Melipona_bicolor.clean	Melipona_quadrifasciata.clean	Mischocyttarus_mexicanus.clean	Monomorium_pharaonis.clean	Nasonia_vitripennis.clean	Nysson_spinosus.clean	Ooceraea_biroi.clean	Orussus_abietinus.clean	Osmia_bicornis_bicornis.clean	Pemphredon_lugubris.clean	Polistes_canadensis.clean	Polistes_dominula.clean	Polistes_exclamans.clean	Polistes_fuscatus.clean	Solenopsis_invicta.clean	Tetragonisca_angustula.clean	Tiphia_femorata.clean	Tribolium_castaneum.clean	Venturia_canescens.clean	Vespa_crabro.clean	Vespa_mandarinia.clean	Vespa_velutina.clean	Vespula_germanica.clean	Vespula_pensylvanica.clean	Vespula_vulgaris.clean	Xylocopa_sonorina.clean
N55.HOG0006659	OG0004750	n0					LOC108003801	LOC116185648		LOC122718680	LOC100576307																																																															
N55.HOG0006660	OG0004751	n0					LOC107998070	LOC102678581		LOC122712290	LOC552147																																																															
N55.HOG0006661	OG0004752	n0					LOC107998338	LOC102677989		LOC122720982	LOC551673																																																															
N55.HOG0006662	OG0004753	n0					LOC108001080	LOC102672935		LOC122720147	LOC408724																																																															
N55.HOG0006663	OG0004754	n0					LOC108001749	LOC102674874		LOC122720685	LOC413817																																																															
N55.HOG0006664	OG0004755	n0					LOC107998135	LOC102678562		LOC122712395	LOC409404																																																															
N55.HOG0006665	OG0004756	n0					LOC107998750	LOC102671017		LOC122710972	LOC409276																																																															
N55.HOG0006666	OG0004757	n0					LOC107999454	LOC102670681		LOC122716579	LOC408925																																																															
N55.HOG0006667	OG0004758	n0					LOC108002394	LOC102677542		LOC122713610	LOC102654871																																																															
N55.HOG0006668	OG0004759	n0					LOC107998665	LOC102679648		LOC122710970	LOC410494																																																															
N55.HOG0006669	OG0004760	n0					LOC108003333	LOC102678134		LOC122714671	LOC413686																																																															
N55.HOG0006670	OG0004761	n0					LOC107995556	LOC102675754		LOC122715364	LOC724142																																																															
N55.HOG0006671	OG0004762	n0					LOC107997897	LOC102671757		LOC122714701	LOC411122																																																															
N55.HOG0006672	OG0004763	n0					LOC107999948	LOC102671247		LOC122717112	LOC412728																																																															
N55.HOG0006673	OG0004764	n0					LOC108000268	LOC102675583		LOC122711709	LOC412696																																																															
N55.HOG0006674	OG0004765	n0					LOC107998591	LOC102680617		LOC122710684	LOC411939																																																															
N55.HOG0006675	OG0004766	n0					LOC107994328	LOC102679988		LOC122714825	LOC411100																																																															
N55.HOG0006676	OG0004767	n0					LOC107995676	LOC102681122		LOC122720068	LOC724739																																																															
N55.HOG0006677	OG0004768	n0					LOC108004086	LOC102671162		LOC122714131	LOC551966																																																															
N55.HOG0006678	OG0004769	n0					LOC108003132	LOC102675960		LOC122719460	LOC409331																																																															
N55.HOG0006679	OG0004770	n0					LOC108000889	LOC102673544		LOC122719976	LOC411678																																																															
N55.HOG0006680	OG0004771	n0					LOC108000096	LOC102673922		LOC122717426	LOC412662																																																															
N55.HOG0006681	OG0004772	n0					LOC107998841	LOC102672226		LOC122714769	LOC726103																																																															
N55.HOG0006682	OG0004773	n0					LOC108001291	LOC102673605		LOC122720246	LOC412119																																																															
N55.HOG0006683	OG0004774	n0					LOC107999099	LOC102670951		LOC122714888	LOC412435																																																															
N55.HOG0006684	OG0004775	n0					LOC107994399	LOC102677707		LOC122715223	LOC410165																																																															
N55.HOG0006685	OG0004776	n0					LOC107999426	LOC102679639		LOC122716568	LOC409272																																																															
N55.HOG0006686	OG0004777	n0					LOC108001855	LOC102671774		LOC122716791	LOC552473																																																															
N55.HOG0006687	OG0004778	n0					LOC107997239	LOC102672504		LOC122710563	LOC413543																																																															
N55.HOG0006688	OG0004779	n0					LOC107994363	LOC102681092		LOC122715311	LOC409333																																																															
N55.HOG0006689	OG0004780	n0					LOC107997845	LOC102673610		LOC122714918	LOC411603																																																															
N55.HOG0006690	OG0004781	n0					LOC107998367	LOC102672124		LOC122714890	Imd																																																															
N55.HOG0006691	OG0004782	n0					LOC107998259	LOC102676745		LOC122714976	LOC113218809																																																															
N55.HOG0006692	OG0004783	n0					LOC107998376	LOC102674457		LOC122715234	LOC411125																																																															
N55.HOG0006693	OG0004784	n0					LOC107994706	LOC102671514		LOC122718623	LOC408601																																																															
N55.HOG0006694	OG0004785	n0					LOC107993880	LOC102673754		LOC122712605	LOC409498																																																															
N55.HOG0006695	OG0004786	n0					LOC107998701	LOC102676267		LOC122711242	LOC726600																																																															
N55.HOG0006696	OG0004787	n0					LOC107999247	LOC102676560		LOC122716589	LOC409558																																																															
N55.HOG0006697	OG0004788	n0					LOC107999421	LOC102675405		LOC122716586	LOC414014																																																															
N55.HOG0006698	OG0004789	n0					LOC107999430	LOC102676152		LOC122716590	LOC102655814																																																															
N55.HOG0006699	OG0004790	n0					LOC108001498	LOC102675891		LOC122714241	LOC413441																																																															
N55.HOG0006700	OG0004791	n0					LOC108001436	LOC102672446		LOC122712065	LOC726273																																																															
N55.HOG0006701	OG0004792	n0					LOC107996699	LOC102681119		LOC122720362	LOC412076																																																															
N55.HOG0006702	OG0004793	n0					LOC107995418	LOC102677027		LOC122716683	LOC409743																																																															
N55.HOG0006703	OG0004794	n0					LOC108003131	LOC102676972		LOC122719409	LOC724646																																																															
N55.HOG0006704	OG0004795	n0					LOC108001637	LOC102679534		LOC122716802	LOC551679																																																															
N55.HOG0006705	OG0004796	n11					LOC108001656	LOC102677000		LOC122716872	LOC409401																																																															
N55.HOG0006706	OG0004797	n0					LOC108000366	LOC102673833		LOC122718342	LOC409032																																																															
N55.HOG0006707	OG0004798	n0					LOC107993887	LOC102676699		LOC122716268	LOC409023																																																															
N55.HOG0006708	OG0004799	n0					LOC107996807	LOC102680095		LOC122720385	LOC411671																																																															
N55.HOG0006709	OG0004800	n0					LOC107999086	LOC102676834		LOC122720468	Cdc37																																																															
N55.HOG0006710	OG0004801	n0					LOC108002936	LOC102672449		LOC122717384	LOC551563																																																															
